,category,outliers,words
297,Q1137109,"['HarperCollins', 'Random_House', 'Death_Row_Records', 'Sun_Records', '']","['Activision', 'Sierra_Entertainment', 'Blizzard_Entertainment', 'Nintendo', 'Valve_Corporation', 'Konami', 'Bethesda_Softworks', 'Electronic_Arts']"
298,Q37484,"['Epic_of_Gilgamesh', 'Septuagint', 'Très_Riches_Heures_du_Duc_de_Berry', 'Derveni_papyrus', 'GMT', 'Olympiad', '']","['Odyssey', 'Divine_Comedy', 'Aeneid', 'Metamorphoses', 'Mahabharata', 'Shahnameh', 'Beowulf', 'Iliad']"
299,Q133156,"['Saint_Martin', 'French_Polynesia', 'Spanish_Sahara', 'Kalimantan', '']","['New_France', 'New_Netherland', 'Belgian_Congo', 'Acadia', 'German_East_Africa', 'Dutch_East_Indies', 'Korea', 'German_South-West_Africa']"
300,Q66344,"['Industrial_and_Commercial_Bank_of_China', 'Société_Générale', 'Microsoft', 'Rockstar_North', '']","['Bank_of_Israel', 'Bank_of_England', 'Reserve_Bank_of_India', 'Bank_of_Japan', 'Federal_Reserve', 'European_Central_Bank', 'Deutsche_Bundesbank', ""People's_Bank_of_China""]"
301,Q188267,"['French_braid', 'tartan', 'Beast_of_Gévaudan', 'Jingtai_Emperor', '']","['reactive_programming', 'functional_programming', 'REST', 'object-oriented_programming_language', 'procedural', 'functional_reactive_programming', 'MapReduce', 'HATEOAS']"
302,Q484641,"['bubblegum_pop', 'power_pop', 'contemporary_folk', 'vallenato', 'The_Love_for_Three_Oranges', 'Jesus_Christ_Superstar', '']","['The_Monkees', ""The_B-52's"", 'The_Cardigans', 'McFly', 'a-ha', 'Roxette', 'Blur', 'Tokio_Hotel']"
303,Q620615,"['iOS_7', 'Ubuntu_Touch', 'ransomware', 'CorelDRAW', 'Uw-vandalism3', 'Operational_plan', '']","['Adblock_Plus', 'Periscope', 'Instagram', 'Siri', 'Duolingo', 'WhatsApp', 'Cydia', 'Waze']"
304,Q14659,"['Flag_of_Quebec', 'Flag_of_Ontario', 'kylix', 'François_Vase', '']","['Coat_of_arms_of_Albania', 'Coat_of_arms_of_Russia', 'Coat_of_arms_of_Germany', 'Emblem_of_India', 'Emblem_of_Azerbaijan', 'Royal_coat_of_arms_of_the_United_Kingdom', 'France', 'White_Eagle']"
305,Q20650761,"['Russian_locomotive_class_O', '50', ""Stephenson's_Rocket"", 'EMD_DDA40X', 'spinning_jenny', 'petrol_engine', '']","['Great_Western_90', 'Nickel_Plate_765', 'Planet', 'FCNEA_11_Yatay', 'Union_Pacific_No._119', 'Onward_(locomotive)', 'Patentee_locomotive', 'Baldwin_60000']"
306,Q14562709,"['Budapest', 'Schaarbeek', 'Penn_Station', 'Prague', '']","['Marble_Arch_station', 'Great_Portland_Street', ""King's_Cross_St._Pancras"", 'Oxford_Circus', 'Bank', 'Baker_Street', 'London_Victoria', 'London_Paddington']"
307,Q2008050,"['Vlorë_District', 'Mukacheve_Raion', 'autonomous_region', 'county', 'South_Tipperary', '']","['Pogradec', 'Korçë', 'Gjirokastër', 'Sarandë', 'Krujë', 'Fier', 'Vlorë', 'Kukës']"
308,Q1234255,"['Platanias', 'Chalcis', 'Jafara', 'Sirte', 'Vicenza', 'Viterbo', '']","['Argolis', 'Laconia', 'Andros', 'Ioannina_regional_unit', 'Achaea', 'Phthiotis', 'Aetolia-Acarnania', 'Boeotia']"
309,Q1388421,"['Operation_Crossroads', 'Castle_Bravo', 'Sukhoi_Su-47', 'Miller–Rabin_primality_test', 'holotype', 'Mammal_classification', '']","['Paris_Commune', 'Asch_conformity_experiments', 'The_Third_Wave', 'kibbutz', 'Summer_of_Love', 'Stanford_prison_experiment', 'intentional_community', 'Milgram_experiment']"
310,Q1621322,"['Snegurochka', 'Elektra', 'Minotaur', 'Cyclops', 'warp_drive', 'Replicators', '']","['Éowyn', 'Denethor', 'Boromir', 'Faramir', 'Aragorn', 'Éomer', 'Théoden', 'Isildur']"
311,Q8192,"['writing_system', 'NATO_phonetic_alphabet', 'quantitative', 'vector_graphics', 'percentage', 'identity_matrix', '']","['Braille', 'Brahmi', 'Greek', 'Cyrillic', 'kanji', 'Aramaic_alphabet', 'cuneiform', 'Coptic']"
312,Q713146,"['Green_Island', 'Taipei', 'New_Taipei', 'Bracca', 'Bossico', '']","['Taoyuan_District', 'Taitung_City', 'Changhua', 'Hualien', 'Pingtung', 'Magong', 'Yilan_City', 'Zhongli']"
313,Q185357,"['Rankine_cycle', 'isothermal', 'Great_Pacific_Garbage_Patch', 'Gulf_Stream', 'Battle_of_Arsuf', 'Battle_of_Shiloh', '']","['freezing', 'vaporization', 'boiling', 'condensation', 'melting', 'deposition', 'evaporation', 'sublimation']"
314,Q476028,"['New_England_Patriots', 'Pittsburgh_Steelers', 'Aalborg_BK', 'Argentina', 'International_Mathematical_Union', 'Toastmasters_International', '']","['Liverpool', 'Juventus', 'Barcelona', 'Real_Madrid', 'Arsenal', 'Manchester_United', 'Chelsea', 'Coritiba']"
315,Q2387050,"['Diana_Region', 'region', 'mohalla', 'countries', '']","['Plaines_Wilhems', 'Grand_Port', 'Pamplemousses', 'Moka', 'Rivière_Noire', 'Flacq', 'Port_Louis', 'Savanne']"
316,Q173600,"['glycerol', 'raffinose', 'vitamin_E', 'formaldehyde', 'acetylene', 'Fast_Yellow_AB', '']","['maltose', 'sucrose', 'Isomalt', 'sucralose', 'cellobiose', 'trehalose', 'lactulose', 'maltitol']"
317,Q210337,"['iMovie', 'Adobe_Premiere_Pro', 'ransomware', 'iWeb', 'gettext', 'GNU_C_Library', '']","['iTunes', 'Apple_TV', 'QuickTime', 'VLC_media_player', 'Winamp', 'Adobe_Flash_Player', 'Windows_Media_Player', 'MPlayer']"
318,Q1549591,"['Tarn', 'Deux-Sèvres', 'mohalla', 'voivodeship', '']","['Washington,_D.C.', 'Shanghai', 'Amsterdam', 'Lisbon', 'Đồng_Hới', 'Stockholm', 'Paris', 'Istanbul']"
319,Q838296,"['Latino_sine_flexione', 'Idiom_Neutral', 'navigation', 'seamanship', '']","['Volapük', 'Interslavic', 'Ido', 'Novial', 'Esperanto', 'Interlingua', 'Lojban', 'Glosa']"
320,Q190570,"['Remington_700', 'Heckler_&_Koch_G3', 'Heckler_&_Koch_USP', 'Browning_Hi-Power', 'Brügger_&_Thomet_MP9', 'Carl_Gustav_recoilless_rifle', '']","['Zastava_M76', 'HK_SR9', 'Desert_Tactical_Arms_Stealth_Recon_Scout', 'United_States_Navy_Mark_12_Mod_X_Special_Purpose_Rifle', 'Dragunov_sniper_rifle', 'Accuracy_International_Arctic_Warfare', 'Heckler_&_Koch_PSG1', 'Barrett_M82']"
321,Q13539802,"['Clonakilty', 'Potidaea', 'Latgale', 'Azawad', 'Melk_Abbey', 'Valle_de_los_Caídos', '']","['Rotterdam', 'Graz', 'Utrecht', 'Amsterdam', 'Innsbruck', 'Linz', 'The_Hague', 'Salzburg']"
322,Q10689397,"['J.C.Staff', 'A-1_Pictures', 'Cirque_du_Soleil', 'Walt_Disney_Animation_Studios', 'Spektr-R', 'Five_hundred_meter_Aperture_Spherical_Telescope', '']","['Fox_News', 'FX', 'Bad_Robot_Productions', 'Hustler', '20th_Century_Fox', 'National_Geographic_Channel', 'Endemol', 'Fox']"
323,Q160091,"['White_Cliffs_of_Dover', 'stack', 'Gamay', 'UMD', 'Celtic_Sea', 'Coral_Sea', '']","['Pantanal', 'Indo-Gangetic_Plain', 'Pampas', 'Po_Valley', 'Great_Plains', 'Carpathian_Basin', 'Gran_Chaco', 'Slavonia']"
324,Q15091377,"['EUR', 'Daytona_500', 'Ukrainian_Cup', ""UEFA_Women's_Championship"", '']","['Puchar_Ministra_Obrony_Narodowej', 'Skive-Løbet', 'GP_Oued_Eddahab', 'Classica_Corsica', 'Volta_Internacional_Cova_da_Beira', 'Grand_Prix_of_Sochi_Mayor', ""Giro_d'Italia"", 'Italian_National_Road_Race_Championships']"
325,Q15127012,"['Kaskaskia', 'Redondo', 'Tarn', 'Seine-Maritime', 'Famagusta_District', 'Nicosia_District', '']","['Plymouth,_Massachusetts', 'Concord,_Massachusetts', 'Newtown', 'Gilbert,_Arizona', 'Palm_Beach,_Florida', 'Vail', 'Tiburon', 'Uxbridge,_Massachusetts']"
326,Q106658,"['Homberg_(Efze)', 'Erbach', 'Lebensborn', 'University_of_Berlin', '']","['Elbe-Elster', 'Havelland', 'Dahme-Spreewald', 'Potsdam-Mittelmark', 'Barnim', 'district_of_Lauenburg', 'Aichach-Friedberg', 'Spree-Neiße']"
327,Q10943,"['Ayran', 'ice_cream_sandwich', 'Lebkuchen', 'Black_Forest_cake', 'Skittles', 'Schweppes', '']","['Camembert', 'Parmesan', 'Gouda', 'Roquefort', 'Edam', 'Emmental', 'mascarpone', 'Stilton']"
328,Q27686,"['Apostolic_Palace', 'beehive', 'National_Congress', 'bunker', 'Château_de_Chantilly', 'Château_de_Vincennes', '']","['Umeå_Old_Prison', 'Hôtel_Ritz_Paris', 'Ryugyong_Hotel', 'Château_Frontenac', 'Metropolitan_Life_Insurance_Company_Tower', 'capsule_hotel', 'Taj_Mahal_Palace_&_Tower', 'The_Shard']"
329,Q11446,"['floating_crane', 'sword_and_sandal', 'genre', 'Russian_submarine_K-141_Kursk', 'steamboat', '']","['Mary_Rose', 'Mayflower', 'Exxon_Valdez', 'USS', 'Spanish_aircraft_carrier_Principe_de_Asturias', 'HMS', 'RMS_Lusitania']"
330,Q955655,"['county', 'Diana_Region', '14th_arrondissement', '12th_arrondissement_of_Paris', 'Krasnoperekopsk_Raion', 'Chornomorske', '']","['Hafnarfjörður', 'Akureyri', 'Vestmannaeyjar', 'Garðabær', 'Reykjavík', 'Kópavogur', 'Akranes', 'Seltjarnarnes']"
331,Q21507383,"['Outaouais', 'region', 'Sirte', 'Vantaa', 'Korea', 'New_Netherland', '']","['Quebec_City', 'Winnipeg', 'Edmonton', 'Victoria', ""St._John's"", 'Regina', 'Toronto', 'Halifax']"
332,Q581714,"['Who_Wants_to_Be_a_Millionaire?', 'comedy-drama', 'Alfa_Romeo_159', 'Fiat_125', 'The_Closer', 'ZeiraCorp', '']","['Futurama', 'The_Simpsons', 'SpongeBob_SquarePants', 'Tom_and_Jerry', 'Avatar_the_Last_Airbender', 'Family_Guy', 'Scooby-Doo', 'Dragon_Ball_Z']"
333,Q1137468,"['February_2016_Ankara_bombing', 'barrel_bomb', 'Claymore_mine', 'VA-111_Shkval', '']","['cluster_bomb', 'Little_Boy', 'MOAB', 'JDAM', 'RDS-1', 'Fat_Man', 'Tsar_Bomba', 'Father_of_All_Bombs']"
334,Q386208,"['Santa_Claus', 'Crazy_Frog', 'Hippolyta', 'Royal_Frankish_Annals', 'Bible_translation', '']","['TOM', 'Zakumi', 'Misha', 'Konqi', 'Fuleco', 'Ronald_McDonald', 'Tux', 'Fuwa']"
335,Q271680,"['Pac-Man', 'Pong', 'Frankfurt', 'Cologne', 'Gopher', 'Spotify', '']","['Hibernate', 'ALSA', 'Hadoop', '.NET', 'ASP.NET', 'Spring_Framework', 'Node.js', 'Modular_Audio_Recognition_Framework']"
336,Q956214,"['Trelawny', 'Żory', 'Azawad', 'international_waters', 'Imperial_Abbey_of_Corvey', 'Port-Royal', '']","['Alingsås', 'Milan', 'Varese', 'Arboga', 'Eskilstuna', 'Nacka', 'Umeå', 'Georgetown']"
337,Q55833,"['Western_Asia', 'Hel_Peninsula', 'Ghouta', 'El_Oued', 'Shinjuku_Station', 'Independence_Hall', '']","['Americas', 'Columbia', 'Pangaea', 'Afro-Eurasia', 'Rodinia', 'Laurasia', 'Pannotia', 'Gondwana']"
338,Q273120,"['tooth_brushing', 'milking', 'Hurricane_Patricia', 'Hurricane_Katrina', 'photosynthesis', 'mutation', '']","['Baltic_Way', '2011_Yemeni_uprising', '2014_Hong_Kong_protests', '2013_protests_in_Turkey', 'Arab_Spring', 'Occupy_Wall_Street', 'May_Fourth_Movement', 'Egyptian_Revolution_of_2011']"
339,Q11773926,"['Prime_Minister_of_Belize', 'Flying_Dutchman', 'goaltender', 'driver', '']","['Archbishop', 'Prince-Provost', 'provost', 'bishop', 'Archimandrite', 'Metropolitan', 'Archbishop_of_Uppsala', 'Exarch']"
340,Q10417670,"['Asterisk', 'email', 'ransomware', 'Daemon_Tools', '']","['Trillian', 'Kopete', 'Irssi', 'XChat', 'Pidgin', 'mIRC', 'Miranda_IM', 'ChatZilla']"
341,Q3558970,"['Kindia', 'San_Juan_de_los_Morros', 'West_Berlin', 'international_waters', 'Melk_Abbey', 'Valle_de_los_Caídos', '']","['Dziecinów', 'Stary_Dwór', 'Trojany', 'Babsk', 'Tenczynek', 'Ząbrowo', 'Bochotnica', 'Nowy_Dwór_Królewski']"
342,Q253019,"['Bariano', 'Potidaea', 'Latgale', 'Azawad', 'Melk_Abbey', 'Port-Royal', '']","['Obercunnersdorf', 'Mitte', 'Altenau', 'Dessau', 'Berthelsdorf', 'Vienenburg', 'East_Berlin', 'Charlottenburg']"
343,Q494721,"['Goldendale,_Washington', 'Manga', 'Tarn', 'Deux-Sèvres', 'countries', 'raion', '']","['Tsu', 'Yamaguchi', 'Fukushima', 'Morioka', 'Kamakura', 'Tokushima', 'Nikkō', 'Hachiōji']"
344,Q18343316,"['netstat', 'NOD32', 'Avast_Antivirus', 'Adobe_Fireworks', 'FreeHand', '']","['sed', 'cd', 'vi', 'AWK', 'cat', 'grep', 'mv', 'chmod']"
345,Q49773,"['German_Expressionism', 'Dogme_95', 'lolcat', 'Polandball', 'Saffron_Revolution', '2011_Spanish_protests', '']","['open_source', 'abolitionist', 'Scouting', 'Anonymous', 'Jansenism', 'Occupy_Wall_Street', 'Risorgimento', 'May_1968']"
346,Q47574,"['magnitude', 'absolute_magnitude', 'weed', 'quality', 'Nomenclature_of_Territorial_Units_for_Statistics', 'chromosome_number', '']","['Beaufort_scale', 'caliber', 'curie', 'gauss', 'percentage', 'diopter', 'speed_of_light', '‰']"
347,Q15105893,"['Buellton', 'Goldendale,_Washington', 'Tarn', 'Deux-Sèvres', 'raion', 'department', '']","['Rijeka', 'Šibenik', 'Dubrovnik', 'Zagreb', 'Slavonski_Brod', 'Zadar', 'Osijek', 'Split']"
348,Q3743695,"['viscometer', 'pitot_tube', 'plunger', 'laser', 'AWACS', 'structural_system', '']","['lightning_rod', 'hygrometer', 'rain_gauge', 'altimeter', 'LIDAR', 'barometer', 'weathervane', 'anemometer']"
349,Q10843872,"['Purgatory', 'recording', 'Big_Bang_nucleosynthesis', '1970_Bhola_cyclone', 'digestion', 'breath', '']","['mastication', 'sedimentation', 'Bessemer_process', 'radiation', 'open_hearth_furnace', 'benchmarking', 'SUL', 'orogeny']"
350,Q1639634,"['Benin_Empire', 'Federal_Capital_Territory', 'Sirte', 'Vantaa', 'Intramuros', 'Kazimierz', '']","['Zaria', 'Ado_Ekiti', 'Lokoja', 'Katsina', 'Makurdi', 'Uyo', 'Osogbo', 'Abakaliki']"
351,Q271669,"['Gamay', 'SVCD', '69', 'split', 'Spiritual_Exercises', 'Summa_Theologica', '']","['Mount_Roraima', 'Pico_Bolívar', ""Adam's_Bridge"", ""Giant's_Causeway"", 'Golden_Gate', 'Antelope_Canyon', 'Challenger_Deep', 'quarry']"
352,Q162875,"['Kasubi_Tombs', 'Imperial_Crypt', 'Passy_Cemetery', 'catacombs', 'Leaning_Tower_of_Pisa', 'Torre_del_Oro', '']","['Panthéon', 'Anıtkabir', 'Mausoleum_of_Augustus', 'Valle_de_los_Caídos', 'Taj_Mahal', 'Mausoleum_at_Halicarnassus', ""Lenin's_Mausoleum"", 'Imam_Ali_Mosque']"
353,Q2001305,"['Book_of_Kells', 'Vitruvian_Man', 'photosynthesis', 'breath', '']","['Canal+', 'RTS', 'BBC_Four', 'BBC_Two', 'Danmarks_Radio', 'France_24', 'TF1', 'BBC_Three']"
354,Q16214696,"['Gotland-class_submarine', 'Gato_class_submarine', 'Santa_María', 'Cutty_Sark', '']","['Titanic_II', 'Design_1047', 'CVA-01', 'Design_B-65_cruiser', 'Ivan_Gren-class_landing_ship', 'CG(X)', 'N3-class_battleship', 'A26_submarine']"
355,Q2537,"['Dysnomia', 'Cha_110913-773444', '73P/Schwassmann–Wachmann', 'NGC_1807', 'Comet_Ikeya–Seki', 'C/2006_P1', '']","['Deimos', 'Moon', 'Enceladus', 'Io', 'Europa', 'Titan', 'Callisto', 'Phobos']"
356,Q41298,"['Charlie_Hebdo', 'Famitsu', 'Encyclopaedia_of_Islam', 'reference_work', 'ten_percent_of_the_brain_myth', 'Kuchisake-onna', '']","['Forbes', 'Vogue', 'Rolling_Stone', 'almanac', 'Der_Spiegel', 'Playboy', 'Time', 'The_Economist']"
357,Q5393308,"['Somnath', 'Temple_in_Jerusalem', 'Jongmyo', 'Lorsch_Abbey', 'Neverland_Ranch', 'Torre_de_Cristal', '']","['Borobudur', 'Tōdai-ji', 'Kiyomizu-dera', 'Mahabodhi_Temple', 'Nalanda', 'Hōryū-ji', 'Kinkaku-ji', 'Angkor_Wat']"
358,Q559618,"['Donkey_Kong', 'Buzz_Lightyear', 'Origin', 'The_Burning_Crusade', 'Sindarin', ""Na'vi"", '']","['James_Bond', 'Narnia', 'Cthulhu_Mythos', 'Harry_Potter_universe', 'Dragonlance', 'Marvel_Cinematic_Universe', 'Forgotten_Realms', 'Stargate']"
359,Q200250,"['Alhambra', 'Krasnobród', 'Sędziszów', 'autonomous_region', 'department', '']","['Karachi', 'London', 'New_York_City', 'Sydney', 'Hyderabad', 'Dhaka', 'Munich', 'Cologne']"
360,Q831663,"['Operation_Anthropoid', 'Raid_on_Drvar', 'SliTaz_GNU/Linux', 'distribution', 'Nomenclature_of_Territorial_Units_for_Statistics', 'chromosome_number', '']","['Allied_invasion_of_Sicily', 'Italian_Front', 'Italian_Campaign', 'Serbian_Campaign', 'Invasion_of_Poland', 'Guadalcanal_Campaign', 'Battle_of_the_Atlantic', 'Albigensian_Crusade']"
361,Q15702752,"['Nessus', 'Pholus', 'USS', 'Starship_Enterprise', 'Rudolph_the_Red-Nosed_Reindeer', 'Thranduil', '']","['Wargs', 'Oliphaunts', 'Barrow-wight', 'dragon', 'Eagles', 'Bandar-log', 'thestral', 'werewolves']"
362,Q262166,"['Neckar-Odenwald-Kreis', 'independent_city', 'DIN', 'Max_Planck_Society', 'London', 'Greater_Tokyo_Area', '']","['Düsseldorf', 'Bonn', 'Kiel', 'Dortmund', 'Stuttgart', 'Uetersen', 'Aachen', 'Heidelberg']"
363,Q226730,"['heist_film', 'Mii', 'FidoNet', 'Origin', 'soft_science_fiction', 'hard_science_fiction', '']","['Metropolis', 'Modern_Times', 'The_Gold_Rush', 'The_Cabinet_of_Dr._Caligari', 'The_Artist', 'Nosferatu', 'City_Lights', 'Battleship_Potemkin']"
364,Q3895768,"['Donkey_Kong', 'Buzz_Lightyear', 'Uldum', 'The_Burning_Crusade', 'Newspeak', 'Simlish', '']","['Shangri-La', 'Duat', 'Tartarus', 'Moria', 'Elysium', 'Hell', 'Jahannam', 'Misty_Mountains']"
365,Q15141632,"['Nong_Khai', 'Buriram', 'Aljezur', 'Kokemäki', 'Republika_Srpska', 'North_Tipperary', '']","['Ayutthaya', 'Hat_Yai', 'Chiang_Rai', 'Khon_Kaen', 'Chiang_Mai', 'Phuket', 'Nakhon_Ratchasima', 'Udon_Thani']"
366,Q5891,"['cryptography', 'Turkologist', 'raster_graphics', 'vector_graphics', 'industrialist', 'Bandeirantes', '']","['Islamic_philosophy', 'Indian_philosophy', 'open_source', 'deontological', 'Machiavellian', 'hedonism', 'Neoplatonism', 'atheist']"
367,Q40540,"['Japanese_Imperial_kamon', 'pictograph', 'We_Can_Do_It!', 'lubok', 'Bengali', 'Araona', '']","['Cancer', 'Taurus', 'Libra', 'Scorpio', 'Sagittarius', 'Virgo', 'Aries', 'Gemini']"
368,Q3327873,"['Mixco', 'Palomar_de_Arroyos', 'Nanaimo', 'canton', 'Heidenheim', 'Ludwigsburg', '']","['Quebec_City', 'Gatineau', 'Sherbrooke', 'Trois-Rivières', 'Laval', 'Saguenay', 'Montreal', 'Longueuil']"
369,Q179461,"['A_Modest_Proposal', 'The_Federalist_Papers', 'Eurodicautom', 'Brockhaus_and_Efron_Encyclopedic_Dictionary', '']","['Bible', 'Gospel', 'Genesis', 'Book_of_Mormon', ""Qur'an"", 'Exodus', 'Old_Testament', 'New_Testament']"
370,Q15644465,"['Saint-Maurice', 'Arlesheim', 'Morges', 'Jura-Nord_Vaudois', '']","['Uster', 'Bülach', 'Winterthur', 'Meilen', 'Horgen', 'Pfäffikon', 'Andelfingen', 'Affoltern']"
371,Q6368,"['Notepad', 'Final_Cut_Pro', 'graphics_software', 'iPhoto', 'gettext', 'Lucene', '']","['Google_Chrome', 'Internet_Explorer', 'Safari', 'Microsoft_Edge', 'Chromium', 'Konqueror', 'Firefox', 'Opera']"
372,Q5107,"['Kufra', 'El_Oued', 'National_Gallery', 'Shinjuku_Station', '']","['South_America', 'Eurasia', 'Africa', 'Europe', 'Asia', 'Antarctica', 'North_America', 'Oceania']"
373,Q3947,"['The_Dakota', ""Pavlov's_House"", 'Quirinal_Palace', 'beehive', 'beehive', 'Kolomenskoye', '']","['Fallingwater', 'yurt', 'Rembrandt_House_Museum', 'Luis_Barragán_House_and_Studio', 'Graceland', 'Rietveld_Schröder_House', '10_Downing_Street', 'Huis_ten_Bosch']"
374,Q1402592,"['Vega_Archipelago', 'Japanese_home_islands', 'Highlands_of_Iceland', 'Aphrodite_Terra', 'Jurassic_Coast', 'Sugarloaf_Mountain', '']","['Dodecanese', 'Tokelau', 'Moluccas', 'Novaya_Zemlya', 'Tristan_da_Cunha', 'Greater_Antilles', 'Tierra_del_Fuego', 'Bermuda']"
375,Q182406,"['Daphne', 'List_of_Oceanids', 'Philotes', 'Aether', 'Darth_Maul', 'Polyphemus', '']","['Calypso', 'Nemesis', 'Tyche', 'harpies', 'Styx', 'Europa', 'Metis', 'Amphitrite']"
376,Q769603,"['Seine-Maritime', 'department', 'Herefordshire', 'Blackburn_with_Darwen', '']","['Suffolk', 'Cumbria', 'Northamptonshire', 'Oxfordshire', 'Berkshire', 'Hertfordshire', 'Surrey', 'Norfolk']"
377,Q506240,"[""Punk'd"", 'fan_service', 'Who_Wants_to_Be_a_Millionaire?', 'Bob_Barker', 'Thames_Barrier', 'Amalie_Arena', '']","['Camp_Rock_2', 'Cosmos:_A_Spacetime_Odyssey', 'Home_Alone_4', 'Duel', 'High_School_Musical_2', 'Camp_Rock', 'Ranma_½', 'High_School_Musical']"
378,Q1802801,"['Aljezur', 'Chaidari', 'Fjarðabyggð', 'Sandgerði', 'Aljezur', 'Carrión_de_los_Condes', '']","['Semmering', 'Seefeld', 'Bad_Gastein', 'Ischgl', 'Kaprun', 'St._Anton', 'Sölden', 'Altach']"
379,Q2235308,"['alternate_history', 'genre', 'civil_rights', 'suffrage', 'Verbano-Cusio-Ossola', 'Vicenza', '']","['boat', 'aircraft_carrier', 'ferry', 'warship', 'canoe', 'submarine', 'destroyer', 'ship']"
380,Q200141,"['Gehenna', 'Highgate_Cemetery', 'Washington_Monument', 'Vietnam_Veterans_Memorial', 'Puente_del_Alamillo', 'Eurostar', '']","['Abusir', 'Dahshur', 'Valley_of_the_Kings', 'Giza_Necropolis', 'Saqqara', 'Les_Invalides', 'Naqsh-e_Rustam', 'Giza_Pyramids']"
381,Q11032,"['Journal_des_sçavans', 'Famitsu', 'Diagnostic_and_Statistical_Manual_of_Mental_Disorders', 'reference_work', 'Bermuda_Triangle', 'Kuchisake-onna', '']","['yellow_journalism', 'Penthouse', 'Scientific_American', 'Charlie_Hebdo', 'Şalom', 'News_of_the_World', 'El_País', 'The_Times_of_India']"
382,Q153562,"[""Théâtre_antique_d'Orange"", 'Torre_de_Cristal', 'National_Congress', 'Alexander_Nevsky_Lavra', 'Iviron_monastery', '']","['Palais_Garnier', 'Royal_Opera_House', 'La_Fenice', 'Auditorio_de_Tenerife', 'La_Scala', 'Opéra_Bastille', 'Sydney_Opera_House', 'Mariinsky_Theatre']"
383,Q20638319,"['Olympiakos_Nicosia', 'Lotto-Belisol', 'European_Handball_Federation', 'European_Athletic_Association', '']","['Team_CSC', 'Astana', 'Team_Katusha', 'Quick_Step', 'Garmin-Slipstream', 'Banesto', 'Trek_Factory_Racing', 'BMC_Racing_Team']"
384,Q94951,"['Turkish_cuisine', 'Thai_cuisine', 'Korean_cuisine', 'lot', 'bun', 'halva', '']","['cuisine_of_Corsica', 'Ostkaka', 'kroppkakor', 'paella', 'California_cuisine', 'Czech', 'Mediterranean_cuisine', 'potato_pancake']"
385,Q9174,"['Intergovernmental_Panel_on_Climate_Change', 'United_Nations_Commission_on_Human_Rights', 'Western_Wall', 'wall', 'Picts', 'Huns', '']","['Protestant', 'Islam', 'Jainism', 'Judaism', 'Sikhism', 'Christianity', 'Hinduism', 'Zoroastrian']"
386,Q208469,"['ppi', 'oersted', 'Gini_coefficient', 'mass_number', 'Bayreuth_Festival', 'BBC_Proms', '']","['joule', '°C', 'volt', 'N', 'km²', 'watt', 'square_metre', 'MHz']"
387,Q15303838,"['Ipswich', 'Reading', 'Latgale', 'Azawad', 'Melk_Abbey', 'Pannonhalma_Archabbey', '']","['Dupnitsa', 'Kyustendil', 'Lovech', 'Montana', 'Kardzhali', 'Blagoevgrad', 'Lom', 'Sneek']"
388,Q18511725,"['Seine-Maritime', 'Seine-Saint-Denis', 'Limassol_District', 'Famagusta_District', '']","[""King's_Lynn"", 'Guildford', 'Lohja', 'Wrexham', 'Chesterfield', 'Abingdon', 'Burnley', 'Aberystwyth']"
389,Q79007,"['M25', 'A', 'Darjeeling_Himalayan_Railway', 'Bowery', 'Simplon_Tunnel', 'Gotthard_Rail_Tunnel', '']","['Karakoram_Highway', 'Oxford_Street', 'Wall_Street', 'Broadway', 'Pan-American_Highway', 'Unter_den_Linden', 'Whitehall', 'Appian_Way']"
390,Q1936384,"['Egyptian_mathematics', 'Babylonian_mathematics', 'intuitionistic_logic', 'predicate_logic', ""The_Dream_of_the_Fisherman's_Wife"", ""Dürer's_Rhinoceros"", '']","['algebra', 'topology', 'number_theory', 'geometry', 'arithmetic', 'set_theory', 'linear_algebra', 'calculus']"
391,Q7366,"['Saga_of_Erik_the_Red', 'Ligeia', 'scroll', 'Derveni_papyrus', 'ephemeris_time', 'UTC', '']","['Deutschlandlied', 'Silent_Night', 'Hatikvah', 'Il_Canto_degli_Italiani', 'Jana_Gana_Mana', 'The_Internationale', 'La_Marseillaise', 'God_Save_the_Queen']"
392,Q202435,"['county', 'Ceredigion', 'Powys', 'Lemmenjoki_National_Park', 'Rondane', '']","['Angus', 'Fife', 'Outer_Hebrides', 'Glasgow', 'Shetland', 'Aberdeen', 'Edinburgh', 'Orkney']"
393,Q70208,"['Aljezur', 'Chaidari', 'autonomous_region', 'Bakhchysarai_Raion', 'Vianden', 'Redange', '']","['Bern', 'Lugano', 'Winterthur', 'Zürich', 'Geneva', 'Basel', 'Lausanne', 'Lucerne']"
394,Q262882,"['district', 'Gilbert_Islands', 'Murqub_District', 'Vilsandi_National_Park', 'Rondane', '']","['Graz', 'Sankt_Pölten', 'Innsbruck', 'Villach', 'Linz', 'Salzburg', 'Klagenfurt', 'Eisenstadt']"
395,Q180673,"['county', 'Pembrokeshire', 'SAP_Kosovo', 'international_waters', 'Isles_of_Scilly', 'North_Somerset', '']","['Cornwall', 'Cumbria', 'Isle_of_Wight', 'Essex', 'Hampshire', 'Kent', 'Surrey', 'Devon']"
396,Q6630149,"['radio_drama', 'Ruslan_and_Ludmila', 'Apocryphon_of_James', 'erotic_literature', 'Hadean', 'norm', '']","['hexalogy', 'ennealogy', 'decalogy', 'trilogy', 'pentalogy', 'tetralogy', 'heptalogy', 'octology']"
